"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"387","2013-07-01 09:27:45","2013-07-01 09:34:12","486","Broadway & W 29 St","40.7462009","-73.98855723","507","E 25 St & 2 Ave","40.73912601","-73.97973776","16247","Subscriber","1962","1"
"550","2013-07-01 09:27:51","2013-07-01 09:37:01","320","Church St & Leonard St","40.71743998","-74.00583475","489","10 Ave & W 28 St","40.75066386","-74.00176802","15946","Subscriber","1984","1"
"1574","2013-07-01 09:27:53","2013-07-01 09:54:07","387","Centre St & Chambers St","40.71273266","-74.0046073","430","York St & Jay St","40.7014851","-73.98656928","16106","Customer",\N,"0"
"578","2013-07-01 09:27:56","2013-07-01 09:37:34","519","Pershing Square N","40.75188406","-73.97770164","466","W 25 St & 6 Ave","40.74395411","-73.99144871","20598","Subscriber","1972","1"
"183","2013-07-01 09:27:58","2013-07-01 09:31:01","356","Bialystoker Pl & Delancey St","40.71622644","-73.98261206","311","Norfolk St & Broome St","40.7172274","-73.98802084","17577","Subscriber","1949","2"
"515","2013-07-01 09:28:00","2013-07-01 09:36:35","330","Reade St & Broadway","40.71450451","-74.00562789","330","Reade St & Broadway","40.71450451","-74.00562789","16369","Subscriber","1957","1"
"1307","2013-07-01 09:28:00","2013-07-01 09:49:47","439","E 4 St & 2 Ave","40.7262807","-73.98978041","195","Liberty St & Broadway","40.70905623","-74.01043382","15820","Subscriber","1988","1"
"443","2013-07-01 09:28:01","2013-07-01 09:35:24","364","Lafayette Ave & Classon Ave","40.68900443","-73.96023854","300","Shevchenko Pl & E 6 St","40.728145","-73.990214","20572","Subscriber","1987","1"
"603","2013-07-01 09:28:02","2013-07-01 09:38:05","533","Broadway & W 39 St","40.75299641","-73.98721619","440","E 45 St & 3 Ave","40.75255434","-73.97282625","19724","Subscriber","1975","1"
"1234","2013-07-01 09:28:05","2013-07-01 09:48:39","236","St Marks Pl & 2 Ave","40.7284186","-73.98713956","462","W 22 St & 10 Ave","40.74691959","-74.00451887","20206","Customer",\N,"0"
"1090","2013-07-01 09:28:08","2013-07-01 09:46:18","422","W 59 St & 10 Ave","40.770513","-73.988038","517","Pershing Square S","40.75149263","-73.97798848","18858","Subscriber","1977","1"
"847","2013-07-01 09:28:11","2013-07-01 09:42:18","442","W 27 St & 7 Ave","40.746647","-73.993915","293","Lafayette St & E 8 St","40.73028666","-73.9907647","19791","Subscriber","1973","1"
"1070","2013-07-01 09:28:14","2013-07-01 09:46:04","243","Fulton St & Rockwell Pl","40.687979","-73.978474","440","E 45 St & 3 Ave","40.75255434","-73.97282625","19648","Subscriber","1988","1"
"603","2013-07-01 09:28:14","2013-07-01 09:38:17","2003","1 Ave & E 18 St","40.73416059","-73.98024289","466","W 25 St & 6 Ave","40.74395411","-73.99144871","20275","Subscriber","1983","1"
"1221","2013-07-01 09:28:18","2013-07-01 09:48:39","237","E 11 St & 2 Ave","40.73047309","-73.98672378","153","E 40 St & 5 Ave","40.752062307","-73.9816324043","18240","Customer",\N,"0"
"365","2013-07-01 09:28:25","2013-07-01 09:34:30","457","Broadway & W 58 St","40.76695317","-73.98169333","500","Broadway & W 51 St","40.76228826","-73.98336183","19794","Subscriber","1951","2"
"1139","2013-07-01 09:28:30","2013-07-01 09:47:29","377","6 Ave & Canal St","40.72243797","-74.00566443","435","W 21 St & 6 Ave","40.74173969","-73.99415556","14832","Customer",\N,"0"
"686","2013-07-01 09:28:31","2013-07-01 09:39:57","442","W 27 St & 7 Ave","40.746647","-73.993915","127","Barrow St & Hudson St","40.73172428","-74.00674436","20333","Subscriber","1978","1"
"334","2013-07-01 09:28:33","2013-07-01 09:34:07","486","Broadway & W 29 St","40.7462009","-73.98855723","537","Lexington Ave & E 24 St","40.74025878","-73.98409214","17383","Subscriber","1972","1"
"858","2013-07-01 09:28:46","2013-07-01 09:43:04","241","DeKalb Ave & S Portland Ave","40.68981035","-73.97493121","420","Clermont Ave & Lafayette Ave","40.68764484","-73.96968902","15542","Customer",\N,"0"
"749","2013-07-01 09:28:49","2013-07-01 09:41:18","307","Canal St & Rutgers St","40.71427487","-73.98990025","260","Broad St & Bridge St","40.70365182","-74.01167797","20531","Subscriber","1989","1"
"269","2013-07-01 09:28:58","2013-07-01 09:33:27","363","West Thames St","40.70834698","-74.01713445","304","Broadway & Battery Pl","40.70463334","-74.01361706","19191","Subscriber","1970","2"
"760","2013-07-01 09:28:59","2013-07-01 09:41:39","486","Broadway & W 29 St","40.7462009","-73.98855723","334","W 20 St & 7 Ave","40.74238787","-73.99726235","16360","Subscriber","1976","2"
"695","2013-07-01 09:29:02","2013-07-01 09:40:37","72","W 52 St & 11 Ave","40.76727216","-73.99392888","468","Broadway & W 55 St","40.7652654","-73.98192338","19542","Subscriber","1962","1"
"545","2013-07-01 09:29:03","2013-07-01 09:38:08","490","8 Ave & W 33 St","40.751551","-73.993934","463","9 Ave & W 16 St","40.74206539","-74.00443172","19162","Customer",\N,"0"
"521","2013-07-01 09:29:06","2013-07-01 09:37:47","150","E 2 St & Avenue C","40.7208736","-73.98085795","295","Pike St & E Broadway","40.71406667","-73.99293911","17959","Subscriber","1989","1"
"823","2013-07-01 09:29:07","2013-07-01 09:42:50","332","Cherry St","40.71219906","-73.97948148","306","Cliff St & Fulton St","40.70823502","-74.00530063","16109","Subscriber","1973","1"
"551","2013-07-01 09:29:09","2013-07-01 09:38:20","519","Pershing Square N","40.75188406","-73.97770164","466","W 25 St & 6 Ave","40.74395411","-73.99144871","17440","Subscriber","1981","1"
"1199","2013-07-01 09:29:12","2013-07-01 09:49:11","394","E 9 St & Avenue C","40.72521311","-73.97768752","465","Broadway & W 41 St","40.75513557","-73.98658032","18259","Subscriber","1985","1"
"1055","2013-07-01 09:29:16","2013-07-01 09:46:51","270","Adelphi St & Myrtle Ave","40.69308257","-73.97178913","412","Forsyth St & Canal St","40.7158155","-73.99422366","14533","Subscriber","1989","2"
"818","2013-07-01 09:29:18","2013-07-01 09:42:56","394","E 9 St & Avenue C","40.72521311","-73.97768752","253","W 13 St & 5 Ave","40.73543934","-73.99453948","18934","Subscriber","1973","2"
"386","2013-07-01 09:29:28","2013-07-01 09:35:54","245","Myrtle Ave & St Edwards St","40.69327018","-73.97703874","430","York St & Jay St","40.7014851","-73.98656928","15736","Subscriber","1980","1"
"763","2013-07-01 09:29:34","2013-07-01 09:42:17","250","Lafayette St & Jersey St","40.72456089","-73.99565293","293","Lafayette St & E 8 St","40.73028666","-73.9907647","15599","Customer",\N,"0"
"670","2013-07-01 09:29:41","2013-07-01 09:40:51","489","10 Ave & W 28 St","40.75066386","-74.00176802","450","W 49 St & 8 Ave","40.76227205","-73.98788205","16055","Subscriber","1952","1"
"269","2013-07-01 09:29:47","2013-07-01 09:34:16","415","Pearl St & Hanover Square","40.7047177","-74.00926027","316","Fulton St & William St","40.70955958","-74.00653609","16176","Subscriber","1982","1"
"690","2013-07-01 09:29:48","2013-07-01 09:41:18","527","E 33 St & 1 Ave","40.74315566","-73.97434726","297","E 15 St & 3 Ave","40.734232","-73.986923","19924","Subscriber","1960","1"
"937","2013-07-01 09:29:51","2013-07-01 09:45:28","477","W 41 St & 8 Ave","40.75640548","-73.9900262","164","E 47 St & 2 Ave","40.75323098","-73.97032517","17080","Subscriber","1965","1"
"340","2013-07-01 09:29:52","2013-07-01 09:35:32","513","W 56 St & 10 Ave","40.768254","-73.988639","479","9 Ave & W 45 St","40.76019252","-73.9912551","19211","Subscriber","1980","1"
"545","2013-07-01 09:29:55","2013-07-01 09:39:00","167","E 39 St & 3 Ave","40.7489006","-73.97604882","474","5 Ave & E 29 St","40.7451677","-73.98683077","19529","Customer",\N,"0"
"509","2013-07-01 09:30:03","2013-07-01 09:38:32","493","W 45 St & 6 Ave","40.7568001","-73.98291153","352","W 56 St & 6 Ave","40.76340613","-73.97722479","19720","Subscriber","1962","1"
"307","2013-07-01 09:30:07","2013-07-01 09:35:14","526","E 33 St & 5 Ave","40.74765947","-73.98490707","239","Willoughby St & Fleet St","40.69196566","-73.9813018","16072","Subscriber","1985","1"
"1381","2013-07-01 09:30:16","2013-07-01 09:53:17","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","386","Centre St & Worth St","40.71494807","-74.00234482","16848","Customer",\N,"0"
"450","2013-07-01 09:30:18","2013-07-01 09:37:48","359","E 47 St & Park Ave","40.75510267","-73.97498696","464","E 56 St & 3 Ave","40.75934501","-73.96759673","15254","Subscriber","1958","1"
"1537","2013-07-01 09:30:24","2013-07-01 09:56:01","422","W 59 St & 10 Ave","40.770513","-73.988038","463","9 Ave & W 16 St","40.74206539","-74.00443172","14889","Subscriber","1970","1"
"335","2013-07-01 09:30:29","2013-07-01 09:36:04","531","Forsyth St & Broome St","40.71893904","-73.99266288","250","Lafayette St & Jersey St","40.72456089","-73.99565293","18736","Subscriber","1987","1"
"407","2013-07-01 09:30:33","2013-07-01 09:37:20","360","William St & Pine St","40.70717936","-74.00887308","386","Centre St & Worth St","40.71494807","-74.00234482","15202","Subscriber","1977","1"
"699","2013-07-01 09:30:46","2013-07-01 09:42:25","533","Broadway & W 39 St","40.75299641","-73.98721619","500","Broadway & W 51 St","40.76228826","-73.98336183","17989","Subscriber","1971","2"
"17260","2013-07-01 09:30:49","2013-07-01 14:18:29","244","Willoughby Ave & Hall St","40.69196035","-73.96536851","323","Lawrence St & Willoughby St","40.69236178","-73.98631746","18082","Subscriber","1974","2"
"338","2013-07-01 09:30:50","2013-07-01 09:36:28","266","Avenue D & E 8 St","40.72368361","-73.97574813","237","E 11 St & 2 Ave","40.73047309","-73.98672378","17580","Subscriber","1971","1"
"665","2013-07-01 09:30:55","2013-07-01 09:42:00","382","University Pl & E 14 St","40.73492695","-73.99200509","329","Greenwich St & N Moore St","40.72043411","-74.01020609","17985","Subscriber","1980","1"
"280","2013-07-01 09:30:58","2013-07-01 09:35:38","336","Sullivan St & Washington Sq","40.73047747","-73.99906065","293","Lafayette St & E 8 St","40.73028666","-73.9907647","18948","Subscriber","1984","1"
"552","2013-07-01 09:30:59","2013-07-01 09:40:11","150","E 2 St & Avenue C","40.7208736","-73.98085795","301","E 2 St & Avenue B","40.72217444","-73.98368779","16578","Subscriber","1987","1"
"1004","2013-07-01 09:31:02","2013-07-01 09:47:46","306","Cliff St & Fulton St","40.70823502","-74.00530063","401","Allen St & Rivington St","40.72019576","-73.98997825","15466","Subscriber","1986","2"
"595","2013-07-01 09:31:04","2013-07-01 09:40:59","475","E 16 St & Irving Pl","40.73524276","-73.98758561","285","Broadway & E 14 St","40.73454567","-73.99074142","14808","Subscriber","1984","1"
"804","2013-07-01 09:31:04","2013-07-01 09:44:28","497","E 17 St & Broadway","40.73704984","-73.99009296","519","Pershing Square N","40.75188406","-73.97770164","17219","Subscriber","1983","1"
"282","2013-07-01 09:31:04","2013-07-01 09:35:46","453","W 22 St & 8 Ave","40.74475148","-73.99915362","521","8 Ave & W 31 St","40.75044999","-73.99481051","17405","Customer",\N,"0"
"910","2013-07-01 09:31:06","2013-07-01 09:46:16","2004","6 Ave & Broome St","40.724399","-74.004704","257","Lispenard St & Broadway","40.71939226","-74.00247214","18685","Subscriber","1974","1"
"2156","2013-07-01 09:31:08","2013-07-01 10:07:04","412","Forsyth St & Canal St","40.7158155","-73.99422366","464","E 56 St & 3 Ave","40.75934501","-73.96759673","17384","Subscriber","1984","1"
"232","2013-07-01 09:31:11","2013-07-01 09:35:03","476","E 31 St & 3 Ave","40.74394314","-73.97966069","469","Broadway & W 53 St","40.76344058","-73.98268129","17783","Subscriber","1980","1"
"1517","2013-07-01 09:31:14","2013-07-01 09:56:31","253","W 13 St & 5 Ave","40.73543934","-73.99453948","386","Centre St & Worth St","40.71494807","-74.00234482","17501","Subscriber","1957","1"
"517","2013-07-01 09:31:14","2013-07-01 09:39:51","337","Old Slip & Front St","40.7037992","-74.00838676","435","W 21 St & 6 Ave","40.74173969","-73.99415556","19945","Subscriber","1958","2"
"465","2013-07-01 09:31:15","2013-07-01 09:39:00","454","E 51 St & 1 Ave","40.75455731","-73.96592976","167","E 39 St & 3 Ave","40.7489006","-73.97604882","14948","Subscriber","1983","1"
"672","2013-07-01 09:31:15","2013-07-01 09:42:27","523","W 38 St & 8 Ave","40.75466591","-73.99138152","444","Broadway & W 24 St","40.7423543","-73.98915076","18414","Subscriber","1963","1"
"866","2013-07-01 09:31:16","2013-07-01 09:45:42","229","Great Jones St","40.72743423","-73.99379025","152","Warren St & Church St","40.71473993","-74.00910627","17126","Subscriber","1981","1"
"1532","2013-07-01 09:31:17","2013-07-01 09:56:49","532","S 5 Pl & S 4 St","40.710451","-73.960876","382","University Pl & E 14 St","40.73492695","-73.99200509","15438","Subscriber","1965","2"
"431","2013-07-01 09:31:26","2013-07-01 09:38:37","244","Willoughby Ave & Hall St","40.69196035","-73.96536851","242","Flushing Ave & Carlton Ave","40.69788349","-73.97350332","17511","Customer",\N,"0"
"469","2013-07-01 09:31:26","2013-07-01 09:39:15","442","W 27 St & 7 Ave","40.746647","-73.993915","388","W 26 St & 10 Ave","40.749717753","-74.002950346","15624","Subscriber","1974","2"
"722","2013-07-01 09:31:29","2013-07-01 09:43:31","173","Broadway & W 49 St","40.76064679","-73.98442659","525","W 34 St & 11 Ave","40.75594159","-74.0021163","15244","Customer",\N,"0"
"573","2013-07-01 09:31:33","2013-07-01 09:41:06","507","E 25 St & 2 Ave","40.73912601","-73.97973776","402","Broadway & E 22 St","40.7403432","-73.98955109","15993","Subscriber","1987","1"
"981","2013-07-01 09:31:33","2013-07-01 09:47:54","128","MacDougal St & Prince St","40.72710258","-74.00297088","465","Broadway & W 41 St","40.75513557","-73.98658032","16822","Subscriber","1971","1"
"180","2013-07-01 09:31:36","2013-07-01 09:34:36","489","10 Ave & W 28 St","40.75066386","-74.00176802","494","W 26 St & 8 Ave","40.74734825","-73.99723551","15238","Subscriber","1964","1"
"446","2013-07-01 09:31:36","2013-07-01 09:39:02","303","Mercer St & Spring St","40.72362738","-73.99949601","229","Great Jones St","40.72743423","-73.99379025","19590","Subscriber","1949","2"
"370","2013-07-01 09:31:39","2013-07-01 09:37:49","367","E 53 St & Lexington Ave","40.75828065","-73.97069431","305","E 58 St & 3 Ave","40.76095756","-73.96724467","19107","Subscriber","1983","1"
"621","2013-07-01 09:31:40","2013-07-01 09:42:01","482","W 15 St & 7 Ave","40.73935542","-73.99931783","466","W 25 St & 6 Ave","40.74395411","-73.99144871","15044","Subscriber","1982","2"
"535","2013-07-01 09:31:45","2013-07-01 09:40:40","457","Broadway & W 58 St","40.76695317","-73.98169333","522","E 51 St & Lexington Ave","40.75714758","-73.97207836","14786","Subscriber","1970","1"
"820","2013-07-01 09:31:46","2013-07-01 09:45:26","489","10 Ave & W 28 St","40.75066386","-74.00176802","488","W 39 St & 9 Ave","40.75645824","-73.99372222","15644","Subscriber","1965","1"
"666","2013-07-01 09:31:46","2013-07-01 09:42:52","519","Pershing Square N","40.75188406","-73.97770164","442","W 27 St & 7 Ave","40.746647","-73.993915","16210","Subscriber","1980","1"
"465","2013-07-01 09:31:54","2013-07-01 09:39:39","536","1 Ave & E 30 St","40.74144387","-73.97536082","440","E 45 St & 3 Ave","40.75255434","-73.97282625","15702","Subscriber","1983","2"
"1058","2013-07-01 09:31:55","2013-07-01 09:49:33","394","E 9 St & Avenue C","40.72521311","-73.97768752","462","W 22 St & 10 Ave","40.74691959","-74.00451887","18528","Subscriber","1983","1"
"1441","2013-07-01 09:32:08","2013-07-01 09:56:09","2006","Central Park S & 6 Ave","40.76590936","-73.97634151","426","West St & Chambers St","40.71754834","-74.01322069","19661","Subscriber","1967","1"
"1320","2013-07-01 09:32:11","2013-07-01 09:54:11","324","DeKalb Ave & Hudson Ave","40.689888","-73.981013","469","Broadway & W 53 St","40.76344058","-73.98268129","16088","Subscriber","1989","1"
"429","2013-07-01 09:32:18","2013-07-01 09:39:27","442","W 27 St & 7 Ave","40.746647","-73.993915","537","Lexington Ave & E 24 St","40.74025878","-73.98409214","17044","Subscriber","1967","1"
"510","2013-07-01 09:32:20","2013-07-01 09:40:50","538","W 49 St & 5 Ave","40.75795248","-73.97787642","488","W 39 St & 9 Ave","40.75645824","-73.99372222","17034","Subscriber","1969","1"
"543","2013-07-01 09:32:24","2013-07-01 09:41:27","320","Church St & Leonard St","40.71743998","-74.00583475","195","Liberty St & Broadway","40.70905623","-74.01043382","20064","Customer",\N,"0"
"653","2013-07-01 09:32:26","2013-07-01 09:43:19","519","Pershing Square N","40.75188406","-73.97770164","442","W 27 St & 7 Ave","40.746647","-73.993915","18219","Subscriber","1971","1"
"768","2013-07-01 09:32:27","2013-07-01 09:45:15","167","E 39 St & 3 Ave","40.7489006","-73.97604882","446","W 24 St & 7 Ave","40.74487634","-73.99529885","19344","Customer",\N,"0"
"581","2013-07-01 09:32:33","2013-07-01 09:42:14","523","W 38 St & 8 Ave","40.75466591","-73.99138152","508","W 46 St & 11 Ave","40.76341379","-73.99667444","17742","Subscriber","1975","1"
"1190","2013-07-01 09:32:34","2013-07-01 09:52:24","157","Henry St & Atlantic Ave","40.69089272","-73.99612349","128","MacDougal St & Prince St","40.72710258","-74.00297088","14776","Subscriber","1985","1"
"512","2013-07-01 09:32:34","2013-07-01 09:41:06","249","Harrison St & Hudson St","40.71870987","-74.0090009","427","State St","40.70251526","-74.01427023","18145","Subscriber","1969","1"
"314","2013-07-01 09:32:36","2013-07-01 09:37:50","237","E 11 St & 2 Ave","40.73047309","-73.98672378","229","Great Jones St","40.72743423","-73.99379025","15969","Customer",\N,"0"
"177","2013-07-01 09:32:43","2013-07-01 09:35:40","153","E 40 St & 5 Ave","40.752062307","-73.9816324043","526","E 33 St & 5 Ave","40.74765947","-73.98490707","17396","Subscriber","1977","1"
"481","2013-07-01 09:32:47","2013-07-01 09:40:48","446","W 24 St & 7 Ave","40.74487634","-73.99529885","537","Lexington Ave & E 24 St","40.74025878","-73.98409214","19333","Subscriber","1988","2"
"438","2013-07-01 09:32:48","2013-07-01 09:40:06","270","Adelphi St & Myrtle Ave","40.69308257","-73.97178913","323","Lawrence St & Willoughby St","40.69236178","-73.98631746","17282","Subscriber","1973","1"
"1219","2013-07-01 09:32:50","2013-07-01 09:53:09","412","Forsyth St & Canal St","40.7158155","-73.99422366","233","Joralemon St & Adams St","40.69246277","-73.98963911","17301","Subscriber","1992","2"
"1560","2013-07-01 09:32:51","2013-07-01 09:58:51","446","W 24 St & 7 Ave","40.74487634","-73.99529885","146","Hudson St & Reade St","40.71625008","-74.0091059","17218","Subscriber","1965","1"
"306","2013-07-01 09:32:53","2013-07-01 09:37:59","173","Broadway & W 49 St","40.76064679","-73.98442659","484","W 44 St & 5 Ave","40.75500254","-73.98014437","16204","Subscriber","1982","1"
"625","2013-07-01 09:33:00","2013-07-01 09:43:25","517","Pershing Square S","40.75149263","-73.97798848","466","W 25 St & 6 Ave","40.74395411","-73.99144871","19366","Subscriber","1948","1"
"794","2013-07-01 09:33:06","2013-07-01 09:46:20","167","E 39 St & 3 Ave","40.7489006","-73.97604882","507","E 25 St & 2 Ave","40.73912601","-73.97973776","15401","Customer",\N,"0"
"1768","2013-07-01 09:33:13","2013-07-01 10:02:41","472","E 32 St & Park Ave","40.7457121","-73.98194829","303","Mercer St & Spring St","40.72362738","-73.99949601","18435","Customer",\N,"0"
"1037","2013-07-01 09:33:16","2013-07-01 09:50:33","150","E 2 St & Avenue C","40.7208736","-73.98085795","116","W 17 St & 8 Ave","40.74177603","-74.00149746","18566","Subscriber","1985","1"
"1872","2013-07-01 09:33:17","2013-07-01 10:04:29","457","Broadway & W 58 St","40.76695317","-73.98169333","367","E 53 St & Lexington Ave","40.75828065","-73.97069431","18277","Subscriber","1967","2"
"900","2013-07-01 09:33:19","2013-07-01 09:48:19","490","8 Ave & W 33 St","40.751551","-73.993934","174","E 25 St & 1 Ave","40.7381765","-73.97738662","19947","Subscriber","1975","1"
"731","2013-07-01 09:33:21","2013-07-01 09:45:32","514","12 Ave & W 40 St","40.76087502","-74.00277668","455","1 Ave & E 44 St","40.75001986","-73.96905301","20072","Subscriber","1980","1"
"181","2013-07-01 09:33:21","2013-07-01 09:36:22","276","Duane St & Greenwich St","40.71748752","-74.0104554","492","W 33 St & 7 Ave","40.75019995","-73.99093085","17374","Subscriber","1965","1"
"914","2013-07-01 09:33:30","2013-07-01 09:48:44","497","E 17 St & Broadway","40.73704984","-73.99009296","257","Lispenard St & Broadway","40.71939226","-74.00247214","16944","Subscriber","1987","2"
"751","2013-07-01 09:33:30","2013-07-01 09:46:01","167","E 39 St & 3 Ave","40.7489006","-73.97604882","507","E 25 St & 2 Ave","40.73912601","-73.97973776","17358","Customer",\N,"0"
"2328","2013-07-01 09:33:31","2013-07-01 10:12:19","306","Cliff St & Fulton St","40.70823502","-74.00530063","405","Washington St & Gansevoort St","40.739323","-74.008119","20511","Subscriber","1961","2"
"846","2013-07-01 09:33:39","2013-07-01 09:47:45","457","Broadway & W 58 St","40.76695317","-73.98169333","290","2 Ave & E 58 St","40.76020258","-73.96478473","18812","Subscriber","1975","2"
"490","2013-07-01 09:33:42","2013-07-01 09:41:52","244","Willoughby Ave & Hall St","40.69196035","-73.96536851","324","DeKalb Ave & Hudson Ave","40.689888","-73.981013","15866","Subscriber","1969","2"
"846","2013-07-01 09:33:46","2013-07-01 09:47:52","499","Broadway & W 60 St","40.76915505","-73.98191841","522","E 51 St & Lexington Ave","40.75714758","-73.97207836","15414","Subscriber","1977","1"
"397","2013-07-01 09:33:57","2013-07-01 09:40:34","319","Park Pl & Church St","40.71336124","-74.00937622","386","Centre St & Worth St","40.71494807","-74.00234482","16923","Subscriber","1959","2"
"1291","2013-07-01 09:33:57","2013-07-01 09:55:28","128","MacDougal St & Prince St","40.72710258","-74.00297088","319","Park Pl & Church St","40.71336124","-74.00937622","17387","Subscriber","1982","2"
"759","2013-07-01 09:34:03","2013-07-01 09:46:42","495","W 47 St & 10 Ave","40.76269882","-73.99301222","476","E 31 St & 3 Ave","40.74394314","-73.97966069","15723","Subscriber","1964","1"
"332","2013-07-01 09:34:03","2013-07-01 09:39:35","306","Cliff St & Fulton St","40.70823502","-74.00530063","427","State St","40.70251526","-74.01427023","16693","Subscriber","1984","1"
"689","2013-07-01 09:34:11","2013-07-01 09:45:40","394","E 9 St & Avenue C","40.72521311","-73.97768752","335","Washington Pl & Broadway","40.72903917","-73.99404649","19718","Customer",\N,"0"
"721","2013-07-01 09:34:14","2013-07-01 09:46:15","363","West Thames St","40.70834698","-74.01713445","327","Vesey Pl & River Terrace","40.7153379","-74.01658354","17792","Customer",\N,"0"
"457","2013-07-01 09:34:20","2013-07-01 09:41:57","468","Broadway & W 55 St","40.7652654","-73.98192338","173","Broadway & W 49 St","40.76064679","-73.98442659","16203","Subscriber","1965","2"
"386","2013-07-01 09:34:31","2013-07-01 09:40:57","164","E 47 St & 2 Ave","40.75323098","-73.97032517","518","E 39 St & 2 Ave","40.74780373","-73.9734419","18834","Subscriber","1972","2"
"369","2013-07-01 09:34:34","2013-07-01 09:40:43","293","Lafayette St & E 8 St","40.73028666","-73.9907647","419","Carlton Ave & Park Ave","40.69580705","-73.97355569","17653","Subscriber","1985","2"
"609","2013-07-01 09:34:36","2013-07-01 09:44:45","276","Duane St & Greenwich St","40.71748752","-74.0104554","251","Mott St & Prince St","40.72317958","-73.99480012","18593","Subscriber","1965","2"
"344","2013-07-01 09:34:37","2013-07-01 09:40:21","403","E 2 St & 2 Ave","40.72502876","-73.99069656","336","Sullivan St & Washington Sq","40.73047747","-73.99906065","17407","Subscriber","1986","1"
"713","2013-07-01 09:34:46","2013-07-01 09:46:39","419","Carlton Ave & Park Ave","40.69580705","-73.97355569","462","W 22 St & 10 Ave","40.74691959","-74.00451887","17635","Subscriber","1978","2"
"2619","2013-07-01 09:34:51","2013-07-01 10:18:30","475","E 16 St & Irving Pl","40.73524276","-73.98758561","525","W 34 St & 11 Ave","40.75594159","-74.0021163","18671","Subscriber","1952","1"
"1936","2013-07-01 09:34:54","2013-07-01 10:07:10","315","South St & Gouverneur Ln","40.70355377","-74.00670227","472","E 32 St & Park Ave","40.7457121","-73.98194829","17488","Subscriber","1972","1"
"926","2013-07-01 09:34:54","2013-07-01 09:50:20","347","W Houston St & Hudson St","40.72873888","-74.00748842","336","Sullivan St & Washington Sq","40.73047747","-73.99906065","20352","Customer",\N,"0"
"491","2013-07-01 09:34:55","2013-07-01 09:43:06","306","Cliff St & Fulton St","40.70823502","-74.00530063","259","South St & Whitehall St","40.70122128","-74.01234218","15019","Subscriber","1968","2"
"3572","2013-07-01 09:34:55","2013-07-01 10:34:27","2006","Central Park S & 6 Ave","40.76590936","-73.97634151","499","Broadway & W 60 St","40.76915505","-73.98191841","17605","Customer",\N,"0"
"1006","2013-07-01 09:34:59","2013-07-01 09:51:45","500","Broadway & W 51 St","40.76228826","-73.98336183","469","Broadway & W 53 St","40.76344058","-73.98268129","15440","Subscriber","1951","2"
"1601","2013-07-01 09:35:05","2013-07-01 10:01:46","157","Henry St & Atlantic Ave","40.69089272","-73.99612349","2003","1 Ave & E 18 St","40.73416059","-73.98024289","15923","Subscriber","1985","1"
"379","2013-07-01 09:35:14","2013-07-01 09:41:33","483","E 12 St & 3 Ave","40.73223272","-73.98889957","212","W 16 St & The High Line","40.74334935","-74.00681753","18848","Customer",\N,"0"
"1606","2013-07-01 09:35:16","2013-07-01 10:02:02","457","Broadway & W 58 St","40.76695317","-73.98169333","290","2 Ave & E 58 St","40.76020258","-73.96478473","15506","Customer",\N,"0"
"896","2013-07-01 09:35:19","2013-07-01 09:50:15","459","W 20 St & 11 Ave","40.746745","-74.007756","151","Cleveland Pl & Spring St","40.7218158","-73.99720307","20357","Subscriber","1970","2"
"1638","2013-07-01 09:35:27","2013-07-01 10:02:45","457","Broadway & W 58 St","40.76695317","-73.98169333","290","2 Ave & E 58 St","40.76020258","-73.96478473","16339","Customer",\N,"0"
"418","2013-07-01 09:35:31","2013-07-01 09:42:29","486","Broadway & W 29 St","40.7462009","-73.98855723","537","Lexington Ave & E 24 St","40.74025878","-73.98409214","16222","Subscriber","1949","1"
"1078","2013-07-01 09:35:42","2013-07-01 09:53:40","485","W 37 St & 5 Ave","40.75038009","-73.98338988","466","W 25 St & 6 Ave","40.74395411","-73.99144871","15837","Subscriber","1968","2"
"1611","2013-07-01 09:35:55","2013-07-01 10:02:46","356","Bialystoker Pl & Delancey St","40.71622644","-73.98261206","2006","Central Park S & 6 Ave","40.76590936","-73.97634151","14767","Subscriber","1967","1"
"147","2013-07-01 09:36:01","2013-07-01 09:38:28","2004","6 Ave & Broome St","40.724399","-74.004704","396","Lefferts Pl & Franklin Ave","40.680342423","-73.9557689392","16940","Subscriber","1983","1"
"2218","2013-07-01 09:36:02","2013-07-01 10:13:00","472","E 32 St & Park Ave","40.7457121","-73.98194829","459","W 20 St & 11 Ave","40.746745","-74.007756","17335","Customer",\N,"0"
"1353","2013-07-01 09:36:07","2013-07-01 09:58:40","536","1 Ave & E 30 St","40.74144387","-73.97536082","447","8 Ave & W 52 St","40.76370739","-73.9851615","15451","Customer",\N,"0"
"817","2013-07-01 09:36:09","2013-07-01 09:49:46","360","William St & Pine St","40.70717936","-74.00887308","224","Spruce St & Nassau St","40.71146364","-74.00552427","16386","Subscriber","1986","1"
"1886","2013-07-01 09:36:09","2013-07-01 10:07:35","341","Stanton St & Mangin St","40.71782143","-73.97628939","315","South St & Gouverneur Ln","40.70355377","-74.00670227","17937","Subscriber","1951","1"
